robustness,robustness_label,model_type,outcome,term,coefficient,standard_error,p_value,ci_low,ci_high,occupation_year_cells,occupation_clusters,r_squared,weight_col,q_value_bh,reject_fdr_5pct
model_rated_exposure,GPT/model-rated exposure,dynamic,mean_log_real_wage_2024,robust_exposure_y2023,-0.005103065885894437,0.006701709029899204,0.44674507332423985,-0.01827023941140001,0.008064107639611132,1494,498,0.9987891986141438,baseline_wage_weight,0.8475121577954916,False
model_rated_exposure,GPT/model-rated exposure,dynamic,mean_log_real_wage_2024,robust_exposure_y2024,-0.0050880605066137945,0.008685456560299294,0.5582665531066964,-0.022152799242282476,0.011976678229054887,1494,498,0.9987891986141438,baseline_wage_weight,0.8475121577954916,False
model_rated_exposure,GPT/model-rated exposure,dynamic,mean_log_real_wage_2024,robust_complementarity_y2023,-0.0019666006468494566,0.003415397761223495,0.5650081051969944,-0.008676998663238625,0.004743797369539712,1494,498,0.9987891986141438,baseline_wage_weight,0.8475121577954916,False
model_rated_exposure,GPT/model-rated exposure,dynamic,mean_log_real_wage_2024,robust_complementarity_y2024,0.00017435822444585025,0.004421836006602042,0.9685624528665125,-0.008513437939263957,0.008862154388155657,1494,498,0.9987891986141438,baseline_wage_weight,0.9685624528665125,False
model_rated_exposure,GPT/model-rated exposure,dynamic,mean_log_real_wage_2024,robust_interaction_y2023,0.00021645433748772381,0.0036445484919928398,0.9526643446055739,-0.0069441672594948494,0.0073770759344702974,1494,498,0.9987891986141438,baseline_wage_weight,0.9685624528665125,False
model_rated_exposure,GPT/model-rated exposure,dynamic,mean_log_real_wage_2024,robust_interaction_y2024,-0.003673494542838957,0.004961402183169235,0.45939810489135313,-0.013421402603925584,0.0060744135182476695,1494,498,0.9987891986141438,baseline_wage_weight,0.8475121577954916,False
model_rated_exposure,GPT/model-rated exposure,dynamic,log_employment,robust_exposure_y2023,-0.012069786632279781,0.012086772178769805,0.31847700241128984,-0.03581725551388664,0.01167768224932708,1494,498,0.9973071386989268,none,0.6054480975334569,False
model_rated_exposure,GPT/model-rated exposure,dynamic,log_employment,robust_exposure_y2024,-0.015082116544067527,0.015381635783278353,0.3273028680469754,-0.045303164124761736,0.015138931036626682,1494,498,0.9973071386989268,none,0.6054480975334569,False
model_rated_exposure,GPT/model-rated exposure,dynamic,log_employment,robust_complementarity_y2023,-0.0053863296797079345,0.008065192695635161,0.5045400812778807,-0.021232405847187472,0.010459746487771603,1494,498,0.9973071386989268,none,0.6054480975334569,False
model_rated_exposure,GPT/model-rated exposure,dynamic,log_employment,robust_complementarity_y2024,0.0015466179444705306,0.009862634257080357,0.8754536168174324,-0.017830979038955346,0.020924214927896406,1494,498,0.9973071386989268,none,0.8754536168174324,False
model_rated_exposure,GPT/model-rated exposure,dynamic,log_employment,robust_interaction_y2023,-0.012338831712901442,0.008019882047292308,0.12455539124529631,-0.02809588384686628,0.0034182204210633973,1494,498,0.9973071386989268,none,0.6054480975334569,False
model_rated_exposure,GPT/model-rated exposure,dynamic,log_employment,robust_interaction_y2024,-0.007020666933608463,0.010243179053783616,0.49341159016238145,-0.027145938778784556,0.01310460491156763,1494,498,0.9973071386989268,none,0.6054480975334569,False
no_jobzone_complementarity,Complementarity excluding Job Zones,dynamic,mean_log_real_wage_2024,robust_exposure_y2023,0.0003129349456915212,0.005918459927344235,0.9578532367642708,-0.011315350991435285,0.011941220882818326,1494,498,0.9987925923756502,baseline_wage_weight,0.9578532367642708,False
no_jobzone_complementarity,Complementarity excluding Job Zones,dynamic,mean_log_real_wage_2024,robust_exposure_y2024,-0.007955839729956784,0.0071752764382001025,0.2680591416253852,-0.022053454164386095,0.00614177470447253,1494,498,0.9987925923756502,baseline_wage_weight,0.6984551181407167,False
no_jobzone_complementarity,Complementarity excluding Job Zones,dynamic,mean_log_real_wage_2024,robust_complementarity_y2023,-0.002936113382548185,0.0031336160402570235,0.34922755907035835,-0.009092881153319703,0.003220654388223333,1494,498,0.9987925923756502,baseline_wage_weight,0.6984551181407167,False
no_jobzone_complementarity,Complementarity excluding Job Zones,dynamic,mean_log_real_wage_2024,robust_complementarity_y2024,-0.001665347874832808,0.004233569635811204,0.6942169011875986,-0.009983247947536496,0.00665255219787088,1494,498,0.9987925923756502,baseline_wage_weight,0.8330602814251182,False
no_jobzone_complementarity,Complementarity excluding Job Zones,dynamic,mean_log_real_wage_2024,robust_interaction_y2023,-0.0022142006446241144,0.003407164982047487,0.5160790379564204,-0.008908423319540826,0.004480022030292597,1494,498,0.9987925923756502,baseline_wage_weight,0.7741185569346306,False
no_jobzone_complementarity,Complementarity excluding Job Zones,dynamic,mean_log_real_wage_2024,robust_interaction_y2024,-0.00502208063135938,0.003986133463225166,0.2083011425095809,-0.01285383082701054,0.0028096695642917807,1494,498,0.9987925923756502,baseline_wage_weight,0.6984551181407167,False
no_jobzone_complementarity,Complementarity excluding Job Zones,dynamic,log_employment,robust_exposure_y2023,-0.008859219175638196,0.012290559744602511,0.4713622808970526,-0.033007079394691705,0.015288641043415315,1494,498,0.9973091906350138,none,0.5910928752905581,False
no_jobzone_complementarity,Complementarity excluding Job Zones,dynamic,log_employment,robust_exposure_y2024,-0.021266070707930115,0.014416242072193107,0.140806324804361,-0.0495903623331539,0.007058220917293669,1494,498,0.9973091906350138,none,0.5153663039679732,False
no_jobzone_complementarity,Complementarity excluding Job Zones,dynamic,log_employment,robust_complementarity_y2023,-0.004907098007956665,0.007598249904382092,0.5186943142359431,-0.019835748973673073,0.01002155295775974,1494,498,0.9973091906350138,none,0.5910928752905581,False
no_jobzone_complementarity,Complementarity excluding Job Zones,dynamic,log_employment,robust_complementarity_y2024,-0.005420385139507395,0.010082534993989466,0.5910928752905581,-0.02523003179091361,0.014389261511898819,1494,498,0.9973091906350138,none,0.5910928752905581,False
no_jobzone_complementarity,Complementarity excluding Job Zones,dynamic,log_employment,robust_interaction_y2023,-0.009853267709118135,0.00869520207602207,0.2576831519839866,-0.026937153933292338,0.007230618515056068,1494,498,0.9973091906350138,none,0.5153663039679732,False
no_jobzone_complementarity,Complementarity excluding Job Zones,dynamic,log_employment,robust_interaction_y2024,-0.01221628438541342,0.010570875069200975,0.24837757067271662,-0.03298539652257575,0.008552827751748909,1494,498,0.9973091906350138,none,0.5153663039679732,False
oews_weighted_mapping,OEWS-employment-weighted mapping,dynamic,mean_log_real_wage_2024,robust_exposure_y2023,0.0038700195245049227,0.005579852306870117,0.48827642396658455,-0.0070930415146573545,0.0148330805636672,1491,497,0.9987922323482772,baseline_wage_weight,0.9594612374805426,False
oews_weighted_mapping,OEWS-employment-weighted mapping,dynamic,mean_log_real_wage_2024,robust_exposure_y2024,-0.0031564820284383337,0.006809788850249828,0.6431940987908092,-0.016536071079061812,0.010223107022185145,1491,497,0.9987922323482772,baseline_wage_weight,0.9594612374805426,False
oews_weighted_mapping,OEWS-employment-weighted mapping,dynamic,mean_log_real_wage_2024,robust_complementarity_y2023,-0.0029921533065037404,0.0032312963005005925,0.3549006550049935,-0.009340869478505431,0.0033565628654979502,1491,497,0.9987922323482772,baseline_wage_weight,0.9594612374805426,False
oews_weighted_mapping,OEWS-employment-weighted mapping,dynamic,mean_log_real_wage_2024,robust_complementarity_y2024,-0.00021373307831247523,0.004202762722331153,0.9594612374805426,-0.008471145949492392,0.008043679792867442,1491,497,0.9987922323482772,baseline_wage_weight,0.9594612374805426,False
oews_weighted_mapping,OEWS-employment-weighted mapping,dynamic,mean_log_real_wage_2024,robust_interaction_y2023,-0.00030524808354845883,0.0033491675873769445,0.9274169705538865,-0.00688555284279627,0.006275056675699352,1491,497,0.9987922323482772,baseline_wage_weight,0.9594612374805426,False
oews_weighted_mapping,OEWS-employment-weighted mapping,dynamic,mean_log_real_wage_2024,robust_interaction_y2024,-0.001794048911446168,0.004171809437441794,0.667352624363512,-0.009990646059746321,0.006402548236853985,1491,497,0.9987922323482772,baseline_wage_weight,0.9594612374805426,False
oews_weighted_mapping,OEWS-employment-weighted mapping,dynamic,log_employment,robust_exposure_y2023,-0.008779950334473798,0.011394640110493246,0.4413504321972532,-0.03116766387607024,0.013607763207122644,1491,497,0.9973111804225975,none,0.5296205186367038,False
oews_weighted_mapping,OEWS-employment-weighted mapping,dynamic,log_employment,robust_exposure_y2024,-0.019856953217161834,0.014246423114396278,0.16399603054339448,-0.047847731037671315,0.008133824603347651,1491,497,0.9973111804225975,none,0.48174114152632813,False
oews_weighted_mapping,OEWS-employment-weighted mapping,dynamic,log_employment,robust_complementarity_y2023,-0.006421626354924696,0.008054572958122331,0.4256788258311789,-0.022246915292332484,0.00940366258248309,1491,497,0.9973111804225975,none,0.5296205186367038,False
oews_weighted_mapping,OEWS-employment-weighted mapping,dynamic,log_employment,robust_complementarity_y2024,0.0014215882872277118,0.010005617775774082,0.8870752877224872,-0.018237032116628023,0.021080208691083447,1491,497,0.9973111804225975,none,0.8870752877224872,False
oews_weighted_mapping,OEWS-employment-weighted mapping,dynamic,log_employment,robust_interaction_y2023,-0.014011083832030567,0.008441563248826917,0.09759207089055387,-0.030596715148632492,0.0025745474845713587,1491,497,0.9973111804225975,none,0.48174114152632813,False
oews_weighted_mapping,OEWS-employment-weighted mapping,dynamic,log_employment,robust_interaction_y2024,-0.011069081911722102,0.0094267567589813,0.24087057076316407,-0.02959038033799121,0.007452216514547007,1491,497,0.9973111804225975,none,0.48174114152632813,False
